full_name,H,albedo,diameter_sigma,e,a,i,id,name,absolute_magnitude_h,estimated_diameter_min_km,estimated_diameter_max_km,is_potentially_hazardous,close_approach_date,relative_velocity_km_per_s,miss_distance_km,orbiting_body
2025 fo6,27.47,,,0.5409,1.934,7.99,54524528,2025 fo6,27.47,0.0085222639,0.0190563613,False,2025-03-27,12.5269124358,808463.511038576,Earth
2025 fp6,25.7,,,0.2871,0.9638,11.92,54524531,2025 fp6,25.7,0.0192555078,0.0430566244,False,2025-04-02,10.0737417101,7395728.481715892,Earth
2025 fq6,24.97,,,0.5081,1.595,22.86,54524529,2025 fq6,24.97,0.0269497646,0.0602615057,False,2025-03-06,15.1134454441,29798861.803200856,Earth
2025 fr6,24.98,,,0.4075,1.437,5.86,54524530,2025 fr6,24.98,0.0268259417,0.0599846292,False,2025-03-02,8.9927608946,13631948.018158002,Earth
2025 fs6,27.04,,,0.3264,0.7997,5.96,54524534,2025 fs6,27.04,0.010388551,0.0232295062,False,2025-03-18,7.65464946,1099149.510841709,Earth
2025 fx6,29.4,,,0.6191,1.236,7.85,54524628,2025 fx6,29.4,0.0035039264,0.0078350176,False,2025-03-22,20.8381915373,161563.694988542,Earth
2025 fy6,30.91,,,0.7467,2.282,1.45,54524629,2025 fy6,30.91,0.0017480545,0.0039087688,False,2025-03-23,23.4265928771,21944.257233921,Earth
2025 fz6,28.3,,,0.6939,2.012,7.66,54524630,2025 fz6,28.3,0.0058150704,0.0130028927,False,2025-03-24,21.1576673265,350630.92845701,Earth
2025 fa7,26.32,,,0.7128,2.294,2.98,54524631,2025 fa7,26.32,0.0144728805,0.0323623447,False,2025-03-27,19.9965095435,1964229.397926662,Earth
2025 fl7,26.21,,,0.2864,1.203,8.29,54524632,2025 fl7,26.21,0.0152249185,0.0340439527,False,2025-04-01,8.7352213615,4844882.317498847,Earth
2025 fm7,24.79,,,0.4189,1.843,9.07,54524633,2025 fm7,24.79,0.0292789148,0.0654696439,False,2025-04-01,7.0452886147,13989641.940770896,Earth
2025 fn7,30.73,,,0.2446,1.015,5.48,54524634,2025 fn7,30.73,0.0018991312,0.0042465865,False,2025-03-21,8.0725215889,81966.139032126,Earth
2025 fo7,24.86,,,0.3259,1.239,11.83,54524635,2025 fo7,24.86,0.0283501249,0.0633928065,False,2025-04-04,11.2193333812,11211854.147227494,Earth
2025 fp7,26.82,,,0.2314,1.202,1.24,54524637,2025 fp7,26.82,0.0114962176,0.0257063241,False,2025-03-14,5.7852550895,3898639.377627289,Earth
2025 fq7,27.07,,,0.5433,1.849,10.23,54524636,2025 fq7,27.07,0.0102460147,0.0229107855,False,2025-03-31,14.6231490483,2858211.533656467,Earth
2025 fr7,25.09,,,0.0889,0.9962,33.62,54524638,2025 fr7,25.09,0.0255008688,0.0570216761,False,2025-03-20,17.2901995356,6748550.518346167,Earth
2025 fs7,26.4,,,0.3684,1.603,0.88,54524639,2025 fs7,26.4,0.0139493823,0.0311917671,False,2025-03-28,6.0326753362,6123854.33231706,Earth
2025 fu7,26.06,,,0.5936,2.556,2.75,54524640,2025 fu7,26.06,0.0163137941,0.0364787526,False,2025-04-05,7.9222419548,7578164.580159592,Earth
2025 fv7,24.2,,,0.3446,1.447,3.38,54524643,2025 fv7,24.2,0.0384197891,0.0859092601,False,2025-04-02,9.6551656701,11309635.443960706,Earth
2025 fw7,23.4,,,0.557,1.804,14.01,54524642,2025 fw7,23.4,0.0555334912,0.1241766613,False,2025-03-30,17.6617268112,8496775.312423237,Earth
2025 fx7,24.04,,,0.7674,1.72,2.02,54524644,2025 fx7,24.04,0.0413575665,0.0924783301,False,2025-03-11,24.0548880427,6610237.189674942,Earth
2025 fy7,26.64,,,0.4633,1.839,2.42,54524645,2025 fy7,26.64,0.0124897854,0.0279280092,False,2025-03-28,7.3128729093,399421.959601983,Earth
2025 fz7,27.28,,,0.3692,1.192,2.82,54524646,2025 fz7,27.28,0.0093015425,0.0207988814,False,2025-03-22,10.2440380664,1397971.241206922,Earth
2025 fa8,28.11,,,0.4533,1.874,6.49,54524647,2025 fa8,28.11,0.0063468024,0.0141918816,False,2025-03-19,6.7518721527,5281572.502389479,Earth
2025 fb8,28.48,,,0.2022,0.8508,1.63,54524721,2025 fb8,28.48,0.0053524791,0.011968507,False,2025-03-28,5.2112842588,118661.195041657,Earth
2025 fc8,26.71,,,0.3383,0.8034,6.75,54524722,2025 fc8,26.71,0.0120935826,0.0270420729,False,2025-04-01,7.5674458629,7635976.093589399,Earth
2025 fu9,26.81,,,0.4733,1.863,6.07,54524961,2025 fu9,26.81,0.0115492818,0.0258249791,False,2025-03-20,8.1588520702,619672.719474081,Earth
2025 fh10,24.23,,,0.318,1.623,6.6,54524724,2025 fh10,24.23,0.0378926498,0.0847305409,False,2025-03-26,4.24983792,19635134.240168206,Earth
2025 fm10,25.98,,,0.5947,1.822,9.26,54524725,2025 fm10,25.98,0.0169260249,0.0378477424,False,2025-03-20,15.7364499824,1808443.262436242,Earth
2025 fp10,18.89,,,0.266,0.7765,27.84,54524726,2025 fp10,18.89,0.4431543091,0.9909231597,True,2025-04-12,13.9559151812,4150006.359821304,Earth
2025 fr10,24.23,,,0.3124,1.616,19.03,54524972,2025 fr10,24.23,0.0378926498,0.0847305409,False,2025-03-19,10.5191927112,19876170.44225363,Earth
2025 fs10,24.87,,,0.0882,0.9814,10.65,54524973,2025 fs10,24.87,0.0282198679,0.063101543,False,2025-04-07,5.7523837226,11756151.486229105,Earth
2025 fp11,26.22,,,0.2282,1.259,14.22,54524974,2025 fp11,26.22,0.0151549664,0.033887535,False,2025-03-25,8.6246775469,5418819.377765048,Earth
2025 fq11,24.07,,,0.286,1.482,32.47,54524975,2025 fq11,24.07,0.0407901194,0.0912094798,False,2025-03-28,18.0363746739,12523977.244514938,Earth
2025 fs11,25.09,,,0.5473,2.076,8.4,54524976,2025 fs11,25.09,0.0255008688,0.0570216761,False,2025-03-31,12.4978148396,6929486.793424608,Earth
2025 fu11,25.39,,,0.3678,1.145,4.12,54524981,2025 fu11,25.39,0.0222103282,0.0496638037,False,2025-03-21,10.1216433214,3668307.546411205,Earth
2025 fv11,23.75,,,0.3156,1.206,2.72,54524978,2025 fv11,23.75,0.0472666667,0.1056914799,False,2025-04-20,7.3009903594,11554294.7119803,Earth
2025 fw11,25.9,,,0.4148,0.8295,3.27,54524980,2025 fw11,25.9,0.0175612318,0.0392681082,False,2025-03-30,11.9996643285,2267317.375308322,Earth
2025 fx11,24.69,,,0.4215,0.767,35.03,54524979,2025 fx11,24.69,0.0306587876,0.0685551332,False,2025-03-26,17.3658263891,13388086.271343164,Earth
2025 fy11,28.78,,,0.1313,0.9679,3.69,54524982,2025 fy11,28.78,0.0046618144,0.0104241338,False,2025-03-26,4.0589118405,498512.282577056,Earth
2025 fk12,26.02,,,0.2433,1.218,6.76,54524983,2025 fk12,26.02,0.0166170902,0.0371569432,False,2025-04-20,7.3539288569,3640353.867940449,Earth
2025 fl12,25.74,,,0.381,1.298,9.54,54524984,2025 fl12,25.74,0.0189040552,0.0422707525,False,2025-03-13,11.1406299392,4006262.957584393,Earth
2025 fm12,26.93,,,0.3749,1.574,1.11,54524985,2025 fm12,26.93,0.0109283596,0.0244365549,False,2025-04-05,6.9913476369,4186965.695427977,Earth
2025 fn12,21.02,,,0.7567,2.537,16.92,54524986,2025 fn12,21.02,0.1661709017,0.3715694322,False,2025-04-26,23.0709960899,26710340.982727315,Earth
2025 fo12,24.31,,,0.3118,1.423,6.82,54524988,2025 fo12,24.31,0.0365220357,0.0816657545,False,2025-03-03,4.6379551878,15457626.735432897,Earth
2025 fp12,25.23,,,0.1975,1.121,4.09,54524987,2025 fp12,25.23,0.0239086457,0.0534613571,False,2025-03-23,6.2149222004,8345756.352416959,Earth
2025 fq12,28.89,,,0.357,1.248,9.06,54525103,2025 fq12,28.89,0.0044315431,0.0099092316,False,2025-03-23,11.5977886192,490743.769906465,Earth
2025 fr12,23.27,,,0.4113,1.4,31.75,54525105,2025 fr12,23.27,0.0589596608,0.1318378096,False,2025-03-16,20.5843282739,7945735.567501153,Earth
2025 ft12,24.87,,,0.4143,1.549,3.56,54525107,2025 ft12,24.87,0.0282198679,0.063101543,False,2025-03-27,8.7935988062,2862482.911879855,Earth
2025 fv12,30.16,,,0.3713,1.329,4.71,54525109,2025 fv12,30.16,0.0024691927,0.0055212826,False,2025-03-28,10.8706316671,101643.330304919,Earth
2025 fw12,22.82,,,0.2892,1.451,34.21,54525110,2025 fw12,22.82,0.0725362295,0.1621959399,False,2025-04-09,18.9307671988,21219321.155044593,Earth
2025 fx12,25.6,,,0.297,1.559,1.09,54525111,2025 fx12,25.6,0.0201629919,0.0450858206,False,2025-03-30,2.6835085969,15324561.464598928,Earth
2025 fr13,24.19,,,0.4194,0.8498,23.86,54525112,2025 fr13,24.19,0.0385971268,0.0863057993,False,2025-03-30,16.3311340846,1332409.451086877,Earth
2025 fv13,25.52,,,0.3378,1.577,5.51,54525113,2025 fv13,25.52,0.0209196771,0.04677782,False,2025-04-13,5.0291873374,6977300.965438268,Earth
2025 fy13,24.9,,,0.443,2.021,6.3,54525114,2025 fy13,24.9,0.0278326768,0.0622357573,False,2025-04-14,5.3308942178,18382583.707476422,Earth
2025 fh14,23.61,,,0.3299,1.495,20.25,54525362,2025 fh14,23.61,0.0504144434,0.1127301225,False,2025-03-26,11.3474819907,17878504.304724973,Earth
2025 fk14,29.66,,,0.3015,0.8597,1.72,54525363,2025 fk14,29.66,0.0031085294,0.006950883,False,2025-03-24,8.4686835147,337101.327013784,Earth
2025 fn14,24.86,,,0.4813,1.994,9.16,54525365,2025 fn14,24.86,0.0283501249,0.0633928065,False,2025-04-08,7.8944086011,5188277.256823105,Earth
2025 ft14,23.57,,,0.1792,1.322,33.64,54525366,2025 ft14,23.57,0.0513517179,0.1148259319,False,2025-03-31,17.7205749363,16367659.465991594,Earth
2025 fu14,23.17,,,0.3407,1.655,22.16,54525367,2025 fu14,23.17,0.061738344,0.1380511341,False,2025-04-01,12.2517371685,21366032.2349472,Earth
2025 fx14,25.02,,,0.5479,1.845,9.33,54525369,2025 fx14,25.02,0.0263363131,0.0588897864,False,2025-04-06,14.853757228,5057926.663737092,Earth
2025 fy14,27.19,,,0.2207,1.178,3.62,54525370,2025 fy14,27.19,0.0096951599,0.0216790366,False,2025-04-03,6.4561822566,549537.363433248,Earth
2025 fz14,26.23,,,0.549,1.917,0.52,54525368,2025 fz14,26.23,0.0150853356,0.0337318359,False,2025-03-26,11.3914000728,1214087.947928629,Earth
2025 fa15,25.61,,,0.7612,2.608,5.51,54525371,2025 fa15,25.61,0.0200703514,0.0448786701,False,2025-04-03,21.9311259525,2079577.254464198,Earth
2025 fc15,24.97,,,0.1565,1.084,2.96,54525372,2025 fc15,24.97,0.0269497646,0.0602615057,False,2025-04-22,3.581199391,10147733.381560534,Earth
2025 fd15,27.65,,,0.5534,0.6611,5.24,54525373,2025 fd15,27.65,0.0078443141,0.0175404196,False,2025-03-25,10.5224430695,3280114.088775895,Earth
2025 fe15,24.11,,,0.1709,1.25,6.66,54525374,2025 fe15,24.11,0.0400456158,0.0895447192,False,2025-06-03,4.7068126193,17801084.175685983,Earth
2025 ff15,23.24,,,0.4708,2.077,3.67,54525375,2025 ff15,23.24,0.0597798714,0.1336718562,False,2025-04-07,7.3410169787,28634759.18605256,Earth
2025 fm15,26.5,,,0.0948,1.167,4.1,54525376,2025 fm15,26.5,0.0133215567,0.0297879063,False,2025-03-22,2.1887818442,9920965.12120572,Earth
2025 fo15,26.11,,,0.4528,1.437,11.02,54525457,2025 fo15,26.11,0.0159424468,0.0356483948,False,2025-04-06,14.2262999436,4316101.688447673,Earth
2025 fz15,29.21,,,0.5866,2.064,2.26,54525458,2025 fz15,29.21,0.0038243266,0.0085514543,False,2025-03-26,12.6819897248,165831.647420707,Earth
2025 fa16,23.73,,,0.2024,1.409,10.54,54525459,2025 fa16,23.73,0.0477040198,0.1066694311,False,2025-04-19,6.3473143154,23667602.89991134,Earth
2025 fl16,26.77,,,0.3086,1.326,3.16,54525460,2025 fl16,26.77,0.0117639989,0.0263051013,False,2025-03-12,6.8440924827,4310270.483153369,Earth
2025 fo16,26.26,,,0.5734,2.038,2.91,54525461,2025 fo16,26.26,0.014878357,0.0332690178,False,2025-04-03,12.467115882,2091294.328114504,Earth
2025 fq16,24.23,,,0.3048,1.43,10.24,54525462,2025 fq16,24.23,0.0378926498,0.0847305409,False,2025-04-29,6.1473396865,20232212.819341514,Earth
2025 fr16,25.47,,,0.5802,2.668,3.3,54525463,2025 fr16,25.47,0.021406959,0.0478674154,False,2025-04-01,6.0370253311,19104822.177721843,Earth
2025 fs16,24.34,,,0.6329,2.289,2.74,54525464,2025 fs16,24.34,0.0360209346,0.0805452583,False,2025-04-23,13.1187333908,7873181.348540503,Earth
2025 ft16,23.21,,,0.659,2.59,5.78,54525465,2025 ft16,23.21,0.0606114923,0.1355314169,False,2025-03-01,14.1133115498,12958745.306213088,Earth
2025 fu16,24.13,,,0.3465,1.74,10.52,54525467,2025 fu16,24.13,0.0396784754,0.0887237683,False,2025-03-25,6.0063280317,25024043.932352465,Earth
2025 fr17,26.33,,,0.6026,2.293,4.01,54525635,2025 fr17,26.33,0.0144063837,0.0322136532,False,2025-03-28,11.4557954434,1855416.784179224,Earth
2025 fe18,29.35,,,0.6835,2.341,0.49,54525636,2025 fe18,29.35,0.0035855433,0.0080175186,False,2025-03-26,17.9082331381,361783.509504658,Earth
2025 ff18,25.84,,,0.2513,1.026,1.68,54525638,2025 ff18,25.84,0.0180532326,0.0403682552,False,2025-04-08,7.5140273205,3293825.690987763,Earth
2025 fg18,27.21,,,0.2392,1.278,13.23,54525641,2025 fg18,27.21,0.0096062741,0.021480282,False,2025-03-30,8.3795293553,1493490.483507651,Earth
2025 fj18,24.24,,,0.5191,2.127,6.85,54525640,2025 fj18,24.24,0.0377185489,0.0843412394,False,2025-05-05,8.6603532585,12126669.117775843,Earth
2025 fl18,25.26,,,0.3954,1.601,5.34,54525642,2025 fl18,25.26,0.0235806068,0.0527278398,False,2025-03-23,7.8896608766,6662985.278958646,Earth
2025 fm18,29.27,,,0.6464,2.555,0.51,54525643,2025 fm18,29.27,0.0037201031,0.0083184034,False,2025-04-02,12.8142268304,277546.654323376,Earth
2025 fn18,24.87,,,0.4751,0.8345,5.49,54525644,2025 fn18,24.87,0.0282198679,0.063101543,False,2025-03-22,12.2002118589,8169715.144041723,Earth
2025 fo18,25.7,,,0.6669,2.009,5.51,54525645,2025 fo18,25.7,0.0192555078,0.0430566244,False,2025-03-27,18.6747805992,3927773.218734688,Earth
2025 fr18,22.61,,,0.75,2.656,10.03,54525646,2025 fr18,22.61,0.0799015081,0.1786652037,False,2025-04-25,20.0335959953,10214166.788710348,Earth
2025 fu18,25.3,,,0.1731,1.393,11.96,54525647,2025 fu18,25.3,0.0231502122,0.0517654482,False,2025-03-28,6.2252440106,23843505.057066407,Earth
2025 fx18,23.5,,,0.5925,2.736,14.06,54525739,2025 fx18,23.5,0.0530340723,0.1185877909,False,2025-04-11,9.9606299489,17881984.385014996,Earth
2025 ft19,25.13,,,0.1195,1.16,11.05,54525748,2025 ft19,25.13,0.0250354255,0.0559809132,False,2025-04-11,5.8674320881,11651953.832133085,Earth
2025 fd20,25.74,,,0.4671,1.368,25.46,54525751,2025 fd20,25.74,0.0189040552,0.0422707525,False,2025-03-26,18.3774715164,2096840.325069653,Earth
2025 fl20,27.09,,,0.258,1.398,1.87,54525752,2025 fl20,27.09,0.0101520787,0.0227007381,False,2025-04-17,3.3705547712,5012512.595070351,Earth
2025 fm20,22.3,,,0.58,2.118,6.94,54525754,2025 fm20,22.3,0.0921626549,0.2060819612,False,2025-04-27,13.5622217834,18827053.535119172,Earth
2025 fn20,24.49,,,0.0408,1.083,37.1,54525755,2025 fn20,24.49,0.0336166921,0.0751692087,False,2025-04-02,18.9905831928,6123423.684928691,Earth
2025 fo20,26.63,,,0.2127,0.8388,5.97,54525757,2025 fo20,26.63,0.0125474356,0.028056919,False,2025-03-31,4.6555269548,3615796.255595924,Earth
2025 fp20,25.43,,,0.5613,1.742,19.78,54525758,2025 fp20,25.43,0.021804944,0.0487573371,False,2025-03-28,18.174873661,3058445.739487677,Earth
2025 fh21,27.39,,,0.0924,1.107,19.86,54525859,2025 fh21,27.39,0.0088420909,0.0197715164,False,2025-04-01,10.5839748992,1149656.48939473,Earth
2025 fz21,22.64,,,0.7142,1.7,16.49,54525862,2025 fz21,22.64,0.0788052183,0.1762138252,False,2025-03-22,25.7097765967,14622493.61924071,Earth
2025 fc22,27.3,,,0.6659,1.632,5.6,54525865,2025 fc22,27.3,0.0092162655,0.0206081961,False,2025-03-29,20.4692509459,400580.654944281,Earth
2025 ff22,24.55,,,0.0708,1.135,4.77,54525866,2025 ff22,24.55,0.0327005439,0.0731206391,False,2025-04-07,3.2715385448,23941250.27079338,Earth
2025 fj22,25.65,,,0.1064,0.9768,5.74,54526031,2025 fj22,25.65,0.0197040262,0.044059542,False,2025-04-17,3.8643308632,11675864.717925811,Earth
2025 fx22,26.13,,,0.5565,2.012,6.1,54526041,2025 fx22,26.13,0.0157962856,0.0353215683,False,2025-04-10,12.438489461,3879002.547859822,Earth
2025 fy22,25.22,,,0.5234,2.021,3.73,54526042,2025 fy22,25.22,0.024019003,0.0537081235,False,2025-04-19,9.1807181264,3612447.342718317,Earth
2025 fu24,21.7,,,0.6525,1.625,5.86,54526266,2025 fu24,21.7,0.1214940408,0.2716689341,False,2025-03-13,14.8870931893,27062954.02312268,Earth
2025 fc25,27.43,,,0.5882,2.087,1.75,54526418,2025 fc25,27.43,0.0086807046,0.0194106455,False,2025-03-19,13.0820831281,4044259.619781433,Earth
2025 fd25,26.93,,,0.26,0.8258,12.67,54526417,2025 fd25,26.93,0.0109283596,0.0244365549,False,2025-03-13,7.8596015665,4408535.848674327,Earth
2025 fh25,28.64,,,0.3292,1.041,0.23,54526420,2025 fh25,28.64,0.0049722731,0.0111183407,False,2025-03-25,9.7083442608,248077.295113141,Earth
2025 fe26,26.47,,,0.2316,0.9494,1.8,54526667,2025 fe26,26.47,0.013506878,0.0302022973,False,2025-02-25,6.7557362958,4575607.512839464,Earth
2025 fk28,23.76,,,0.5205,1.756,2.45,54527119,2025 fk28,23.76,0.0470494961,0.1052058716,False,2025-04-25,11.9222677617,6369615.777603666,Earth
2025 fz28,23.13,,,0.3238,1.57,11.09,54527293,2025 fz28,23.13,0.0628861456,0.1406176963,False,2025-05-16,6.192296533,24105038.411309887,Earth
2025 fe29,24.06,,,0.3292,1.461,6.89,54527379,2025 fe29,24.06,0.040978398,0.0916304836,False,2025-05-10,6.5820304362,10495408.495462935,Earth
2025 ga,28.72,,,0.5718,2.259,7.41,54525753,2025 ga,28.72,0.0047924212,0.0107161795,False,2025-04-02,10.6541653466,85027.913758055,Earth
2025 gb,24.8,,,0.5068,2.016,8.06,54525756,2025 gb,24.8,0.0291443905,0.0651688382,False,2025-04-03,8.4193430985,723468.284415116,Earth
2025 gc,27.59,,,0.2229,1.134,2.64,54525860,2025 gc,27.59,0.0080640828,0.0180318372,False,2025-03-26,5.9344070683,1860168.969956792,Earth
2025 gd,24.7,,,0.2386,1.243,19.05,54525861,2025 gd,24.7,0.0305179233,0.0682401509,False,2025-04-05,11.6737403371,949804.446282222,Earth
2025 gh,24.65,,,0.2953,0.905,38.12,54526036,2025 gh,24.65,0.031228777,0.0698296682,False,2025-04-04,20.5519111061,903944.68068139,Earth
2025 gj,28.44,,,0.3246,1.493,7.1,54526037,2025 gj,28.44,0.0054519891,0.0121910182,False,2025-04-03,5.8981736164,1450290.209000531,Earth
2025 gk,24.98,,,0.4339,0.8991,4.41,54526038,2025 gk,24.98,0.0268259417,0.0599846292,False,2025-04-13,11.938405199,6639207.251034265,Earth
2025 gl,29.46,,,0.1834,1.003,5.3,54526039,2025 gl,29.46,0.0034084347,0.0076214917,False,2025-04-02,5.8326496904,434635.637663626,Earth
2025 gm,24.84,,,0.3741,1.553,35.6,54526040,2025 gm,24.84,0.0286124454,0.0639793729,False,2025-04-03,20.3196916224,9080652.98659328,Earth
2025 gn,25.23,,,0.4329,1.636,10.66,54526127,2025 gn,25.23,0.0239086457,0.0534613571,False,2025-04-03,10.5394426248,2784462.102513452,Earth
2025 go,25.88,,,0.497,1.946,4.9,54526126,2025 go,25.88,0.0177237239,0.0396314515,False,2025-04-01,8.3195806685,4008993.103752106,Earth
2025 gr,25.85,,,0.4306,1.345,19.01,54526131,2025 gr,25.85,0.0179702855,0.0401827799,False,2025-03-30,15.1578979794,3268649.252094196,Earth
2025 gs,28.32,,,0.3345,1.25,2.98,54526132,2025 gs,28.32,0.0057617575,0.0128836815,False,2025-04-05,9.9384598671,170834.888343709,Earth
2025 gt,26.83,,,0.4509,1.367,0.56,54526264,2025 gt,26.83,0.0114433973,0.0255882143,False,2025-04-08,13.424012589,1779895.575703077,Earth
2025 gv,24.7,,,0.5412,1.609,15.97,54526422,2025 gv,24.7,0.0305179233,0.0682401509,False,2025-04-17,17.3785725982,6096757.595325025,Earth
2025 gw,27.09,,,0.5708,2.336,0.35,54526423,2025 gw,27.09,0.0101520787,0.0227007381,False,2025-04-07,7.6026275237,890333.039766256,Earth
2025 gx,26.83,,,0.2137,0.8428,3.32,54526424,2025 gx,26.83,0.0114433973,0.0255882143,False,2025-04-09,3.9539413554,3061344.572213602,Earth
2025 gy,28.42,,,0.318,1.196,6.66,54526425,2025 gy,28.42,0.0055024357,0.0123038203,False,2025-04-06,9.2318534647,346160.689785031,Earth
2025 gz,23.55,,,0.6183,1.423,2.16,54526426,2025 gz,23.55,0.0518268695,0.1158884032,False,2025-03-27,17.2070682597,9484569.6291592,Earth
2025 ga1,26.76,,,0.2482,1.321,3.64,54526427,2025 ga1,26.76,0.0118182991,0.0264265201,False,2025-04-09,5.2687791702,4794782.514428392,Earth
2025 gc1,23.09,,,0.5051,1.794,33.18,54526555,2025 gc1,23.09,0.0640552863,0.1432319745,False,2025-04-07,21.6786466127,16490811.888286391,Earth
2025 gd1,25.71,,,0.2187,1.266,7.31,54526556,2025 gd1,25.71,0.0191670368,0.0428587972,False,2025-04-22,5.8900179656,1594303.09684046,Earth
2025 gg1,24.8,,,0.5953,2.457,6.22,54526559,2025 gg1,24.8,0.0291443905,0.0651688382,False,2025-04-02,9.6978616077,9968074.911648484,Earth
2025 gh1,25.5,,,0.3255,1.528,4.43,54526668,2025 gh1,25.5,0.0211132445,0.0472106499,False,2025-04-06,4.6715424285,5239957.696028193,Earth
2025 gj1,25.79,,,0.2741,1.358,1.61,54526715,2025 gj1,25.79,0.0184737464,0.0413085527,False,2025-03-31,4.5741985847,4171118.134828249,Earth
2025 gk1,24.92,,,0.2893,1.433,18.2,54526716,2025 gk1,24.92,0.0275775053,0.0616651765,False,2025-04-08,11.1535964716,6274624.211869788,Earth
2025 gl1,23.44,,,0.4528,1.281,12.12,54526717,2025 gl1,23.44,0.0545198907,0.1219101818,False,2025-04-18,16.320132597,6659490.612876298,Earth
2025 go1,24.27,,,0.2888,1.354,10.28,54527071,2025 go1,24.27,0.037201031,0.0831840342,False,2025-03-31,7.8122226044,2927097.328608764,Earth
2025 gp1,26.02,,,0.4053,1.676,0.74,54527072,2025 gp1,26.02,0.0166170902,0.0371569432,False,2025-04-14,5.9028486215,2187915.418566931,Earth
2025 gq1,25.84,,,0.5062,1.883,4.91,54527079,2025 gq1,25.84,0.0180532326,0.0403682552,False,2025-04-15,9.8314276524,1052192.220467622,Earth
2025 gr1,25.54,,,0.1755,0.9113,19.39,54527080,2025 gr1,25.54,0.0207278843,0.0463489584,False,2025-04-08,10.4637317249,1753191.114245756,Earth
2025 gs1,29.45,,,0.2059,1.131,13.87,54527121,2025 gs1,29.45,0.0034241673,0.0076566709,False,2025-04-15,10.5425639496,37989.915333103,Earth
2025 gt1,24.98,,,0.5179,1.861,6.55,54527149,2025 gt1,24.98,0.0268259417,0.0599846292,False,2025-05-01,11.0745778949,4308271.017862097,Earth
2025 ha,23.05,,,0.7137,2.382,4.13,54527085,2025 ha,23.05,0.065246163,0.1458948557,False,2025-04-08,20.3241113275,7375128.735338596,Earth
2025 hb,27.72,,,0.3163,1.467,7.32,54527117,2025 hb,27.72,0.0075954757,0.0169839999,False,2025-04-19,6.1375465022,592206.071828897,Earth
2025 hc,26.42,,,0.5957,1.925,0.85,54527116,2025 hc,26.42,0.0138214936,0.0309057992,False,2025-04-20,15.4463729238,464735.551895911,Earth
2025 hd,25.35,,,0.2147,0.9572,6.89,54527118,2025 hd,25.35,0.0226232491,0.0505871228,False,2025-04-15,6.803894734,4138253.008687523,Earth
2025 he,27.38,,,0.4654,1.657,0.35,54527120,2025 he,27.38,0.0088829042,0.0198627775,False,2025-04-20,10.851589538,740197.09614744,Earth
2025 hf,25.64,,,0.2085,0.9725,12.69,54527123,2025 hf,25.64,0.0197949759,0.0442629117,False,2025-04-23,9.1213699778,888170.916710933,Earth
2025 hg,26.62,,,0.3007,0.8834,18.95,54527122,2025 hg,26.62,0.012605352,0.0281864239,False,2025-04-19,12.5342867182,661930.602199136,Earth
2025 hh,30.77,,,0.2552,0.9113,7.65,54527124,2025 hh,30.77,0.0018644682,0.0041690776,False,2025-04-17,9.2674309191,27855.467469101,Earth
