full_name,H,albedo,diameter_sigma,e,a,i,id,name,absolute_magnitude_h,estimated_diameter_min_km,estimated_diameter_max_km,is_potentially_hazardous,close_approach_date,relative_velocity_km_per_s,miss_distance_km,orbiting_body
2025 dl25,28.82,,,0.1783,1.081,19.22,54521712,2025 dl25,28.82,0.0045767267,0.010233872,False,2025-02-22,11.2269388331,451174.579779346,Earth
2025 du25,27.2,,,0.1242,0.9852,6.54,54521713,2025 du25,27.2,0.0096506147,0.0215794305,False,2025-03-18,5.3373366195,1114814.203005149,Earth
2025 dg27,24.67,,,0.2098,1.01,3.91,54521714,2025 dg27,24.67,0.0309424699,0.069189466,False,2025-02-05,4.6158096628,20448402.131681196,Earth
2025 dh27,25.69,,,0.2179,1.302,20.03,54521716,2025 dh27,25.69,0.0193443872,0.0432553648,False,2025-03-01,11.2849407139,6852969.278094048,Earth
2025 dj27,26.53,,,0.1446,1.173,8.08,54521715,2025 dj27,26.53,0.0131387781,0.0293792009,False,2025-02-20,4.8906372233,9578692.22574561,Earth
2025 do27,24.7,,,0.5203,1.442,2.81,54521717,2025 do27,24.7,0.0305179233,0.0682401509,False,2025-03-15,15.2332761476,6592732.473630076,Earth
2025 dq27,27.54,,,0.5298,1.086,0.91,54521718,2025 dq27,27.54,0.0082519194,0.0184518527,False,2025-02-23,16.1816615616,1588077.28228467,Earth
2025 dl28,24.67,,,0.3153,1.491,4.54,54521719,2025 dl28,24.67,0.0309424699,0.069189466,False,2025-04-08,5.5996301285,6208894.557979816,Earth
2025 de29,25.41,,,0.0495,1.089,6.94,54521722,2025 de29,25.41,0.0220067027,0.0492084832,False,2025-02-24,4.5206783748,22739454.540486056,Earth
2025 dj29,26.43,,,0.128,0.971,2.7,54521724,2025 dj29,26.43,0.0137579896,0.0307638,False,2025-03-06,3.3997049508,14446896.028389173,Earth
2025 dj29,26.43,,,0.128,0.971,2.7,54521724,2025 dj29,26.43,0.0137579896,0.0307638,False,2025-05-24,2.7874488467,18222682.553456336,Earth
2025 dk29,24.58,,,0.2307,1.51,2.92,54521723,2025 dk29,24.58,0.0322518756,0.0721173863,False,2025-03-14,1.6924691713,26254384.058239806,Earth
2025 du29,24.32,,,0.1218,1.247,29.42,54521725,2025 du29,24.32,0.0363542322,0.0812905344,False,2025-03-15,15.2640888332,19923252.8413264,Earth
2025 dw29,25.9,,,0.4594,1.966,7.54,54521726,2025 dw29,25.9,0.0175612318,0.0392681082,False,2025-02-25,5.9595966722,16134742.77805914,Earth
2025 dy29,25.28,,,0.1568,1.099,4.11,54521727,2025 dy29,25.28,0.0233644185,0.052244428,False,2025-04-21,3.2580525156,11984075.090933928,Earth
2025 da30,24.66,,,0.4093,1.811,22.62,54521728,2025 da30,24.66,0.0310852938,0.0695088301,False,2025-03-02,13.7164679984,15351821.652223727,Earth
2025 db30,29.14,,,0.5394,2.108,7.8,54521729,2025 db30,29.14,0.0039496169,0.008831612,False,2025-02-26,9.1366032314,385538.648954929,Earth
2025 dh30,27.49,,,0.7028,1.574,32.46,54522093,2025 dh30,27.49,0.0084441313,0.0188816516,False,2025-02-25,28.0730045961,400336.705697672,Earth
2025 dc36,23.82,,,0.3677,1.61,1.95,54522527,2025 dc36,23.82,0.0457672667,0.1023387195,False,2025-04-15,4.9257050224,5430737.675510291,Earth
2025 dm36,21.28,,,0.5493,1.934,13.2,54522542,2025 dm36,21.24,0.1501602479,0.3357685218,False,2025-06-01,12.946671524,20655271.57151881,Earth
2025 dv39,25.12,,,0.6444,1.292,5.41,54522846,2025 dv39,25.12,0.0251509837,0.0562393094,False,2025-02-19,20.7132318615,8232848.407219549,Earth
2025 dv40,22.75,,,0.7315,3.437,8.66,54522923,2025 dv40,22.75,0.0749126183,0.1675097069,False,2025-04-06,13.1084778203,6428465.545130634,Earth
2025 dc50,28.26,,,0.5454,1.958,0.69,54523639,2025 dc50,28.26,0.0059231806,0.0132446345,False,2025-03-04,11.7447060616,2259709.306353306,Earth
2025 dt50,22.32,,,0.4598,1.876,2.97,54524048,2025 dt50,22.32,0.0913177026,0.2041925905,False,2025-05-14,6.3957704839,6142084.627951,Earth
2025 dz52,23.4,,,0.5265,2.304,3.05,54524320,2025 dz52,23.4,0.0555334912,0.1241766613,False,2025-04-29,7.0926688423,18068304.881911967,Earth
2025 dj53,18.78,,,0.3322,1.018,26.89,54524505,2025 dj53,18.78,0.4661814374,1.0424133839,False,2025-05-09,17.5043898385,12546337.77278192,Earth
2025 dm53,25.47,,,0.0798,1.115,10.36,54524533,2025 dm53,25.47,0.021406959,0.0478674154,False,2025-04-04,5.622715522,10030984.107136624,Earth
2025 ea,25.95,,,0.1704,1.185,20.16,54521720,2025 ea,25.95,0.0171614894,0.0383742569,False,2025-02-28,11.4477191826,3780668.93579057,Earth
2025 ec,24.55,,,0.2507,1.058,15.78,54521731,2025 ec,24.55,0.0327005439,0.0731206391,False,2025-03-01,9.7326874861,16711897.89794606,Earth
2025 ed,26.34,,,0.2902,1.125,6.89,54522094,2025 ed,26.34,0.0143401923,0.0320656449,False,2025-03-08,9.6600672933,4122617.562907668,Earth
2025 ee,25.99,,,0.5996,1.75,5.49,54522096,2025 ee,25.99,0.0168482569,0.0376738478,False,2025-02-26,16.9352581414,2716476.108829631,Earth
2025 ef,23.63,,,0.3358,1.551,28.21,54522097,2025 ef,23.63,0.049952241,0.1116966065,False,2025-03-04,16.3876601946,13636533.282632224,Earth
2025 eg,24.48,,,0.2083,0.9883,22.08,54522099,2025 eg,24.48,0.0337718597,0.0755161741,False,2025-03-01,12.4605518082,3596297.744019059,Earth
2025 ek,28.54,,,0.6128,2.441,2.92,54522101,2025 ek,28.54,0.0052066091,0.011642332,False,2025-02-28,10.0137764271,262122.081701073,Earth
2025 el,29.27,,,0.3797,0.8979,6.95,54522252,2025 el,29.27,0.0037201031,0.0083184034,False,2025-03-03,11.9648019821,342839.691869966,Earth
2025 em,28.09,,,0.091,1.025,0.67,54522253,2025 em,28.09,0.0064055286,0.0143231974,False,2025-01-24,1.6575369749,3710364.354639193,Earth
2025 en,27.26,,,0.4783,1.942,6.93,54522256,2025 en,27.26,0.0093876087,0.0209913311,False,2025-03-03,7.2233867815,3443376.018784677,Earth
2025 eo,23.2,,,0.3469,0.8899,27.58,54522257,2025 eo,23.2,0.0608912622,0.1361570015,False,2025-03-03,14.8791169017,26002243.864494912,Earth
2025 ep,21.84,,,0.3882,1.543,14.04,54522258,2025 ep,21.84,0.1139081967,0.2547064711,False,2025-03-12,13.7665744604,18232950.41270081,Earth
2025 eq,22.57,,,0.6413,2.22,9.99,54522259,2025 eq,22.57,0.0813869881,0.1819868378,False,2025-02-16,13.9200780406,11424903.0262812,Earth
2025 eu,25.72,,,0.2037,1.236,8.86,54522261,2025 eu,25.72,0.0190789723,0.0426618789,False,2025-03-20,6.3726766369,10855946.198785596,Earth
2025 ev,23.81,,,0.5735,0.8487,13.65,54522522,2025 ev,23.81,0.0459785188,0.1028110936,False,2025-02-21,14.854711064,18933265.988288146,Earth
2025 ew,27.25,,,0.1231,1.126,4.19,54522523,2025 ew,27.25,0.0094309399,0.0210882227,False,2025-03-06,3.3909259603,355095.22809355,Earth
2025 ex,23.39,,,0.6094,2.429,2.52,54522525,2025 ex,23.39,0.0557898221,0.1247498347,False,2025-02-27,10.1064588111,7120215.505716657,Earth
2025 ey,25.22,,,0.3351,1.563,8.22,54522524,2025 ey,25.22,0.024019003,0.0537081235,False,2025-03-21,5.5578388749,14614057.98982864,Earth
2025 ez,26.8,,,0.2424,1.265,10.31,54522526,2025 ez,26.8,0.0116025908,0.0259441818,False,2025-03-01,7.1369697923,3297529.240575992,Earth
2025 ea1,24.87,,,0.2055,1.156,18.17,54522528,2025 ea1,24.87,0.0282198679,0.063101543,False,2025-03-05,10.727400615,6427843.681744831,Earth
2025 eb1,27.27,,,0.2994,1.375,5.14,54522529,2025 eb1,27.27,0.0093444765,0.0208948847,False,2025-03-12,6.4904240749,2134542.997532569,Earth
2025 ec1,26.32,,,0.2759,1.364,7.92,54522530,2025 ec1,26.32,0.0144728805,0.0323623447,False,2025-03-16,6.4956830569,3283080.420060764,Earth
2025 ef1,25.65,,,0.4977,1.598,1.89,54522532,2025 ef1,25.65,0.0197040262,0.044059542,False,2025-02-18,11.0875577432,7233030.341199779,Earth
2025 eh1,26.84,,,0.3439,1.422,3.63,54522535,2025 eh1,26.84,0.0113908197,0.0254706471,False,2025-03-10,7.9764848805,2732534.482747763,Earth
2025 ej1,23.62,,,0.6108,2.138,6.47,54522534,2025 ej1,23.62,0.0501828101,0.1122121746,False,2025-03-30,12.4865742536,13094826.814181356,Earth
2025 ek1,24.46,,,0.3663,1.55,11.05,54522538,2025 ek1,24.46,0.0340843469,0.0762149166,False,2025-03-07,10.1842979111,11117295.024056423,Earth
2025 em1,23.91,,,0.3321,1.256,34.97,54522540,2025 em1,23.91,0.0439091446,0.0981838322,False,2025-02-19,18.9367416154,23054167.78330521,Earth
2025 er1,25.04,,,0.2696,0.99,9.56,54522546,2025 er1,25.04,0.0260948603,0.0583498816,False,2025-03-01,8.2599736266,7448954.850349773,Earth
2025 es1,23.97,,,0.175,1.218,19.54,54522547,2025 es1,23.97,0.0427124985,0.0955080501,False,2025-03-06,10.8053743634,4394529.299301967,Earth
2025 ev1,22.55,,,0.4003,1.569,17.82,54522689,2025 ev1,22.55,0.0821400526,0.1836707413,False,2025-02-07,10.5497625992,21804811.82336855,Earth
2025 ew1,28.56,,,0.3478,1.077,8.21,54522690,2025 ew1,28.56,0.0051588747,0.0115355944,False,2025-03-06,11.7640993612,819643.28897899,Earth
2025 ex1,30.76,,,0.2029,1.166,0.45,54522691,2025 ex1,30.76,0.0018730742,0.0041883212,False,2025-03-06,5.5679476963,218158.050228455,Earth
2025 ey1,26.59,,,0.3442,1.038,8.59,54522692,2025 ey1,26.59,0.0127807099,0.0285785361,False,2025-03-03,11.1996731382,787874.790024299,Earth
2025 ez1,28.66,,,0.5766,1.838,5.97,54522693,2025 ez1,28.66,0.0049266871,0.0110164072,False,2025-03-07,15.3380112651,447684.461472246,Earth
2025 ea2,26.59,,,0.5578,2.026,2.27,54522694,2025 ea2,26.59,0.0127807099,0.0285785361,False,2025-03-02,11.0897504819,2090399.478535525,Earth
2025 eb2,24.38,,,0.5976,1.478,29.94,54522696,2025 eb2,24.38,0.0353634784,0.0790751417,False,2025-03-04,23.639014752,2098556.511834293,Earth
2025 ec2,26.61,,,0.2948,1.411,2.23,54522695,2025 ec2,26.61,0.0126635356,0.0283165265,False,2025-03-09,4.3725777186,557071.441281762,Earth
2025 ef2,26.79,,,0.5361,1.813,8.39,54522864,2025 ef2,26.79,0.0116561459,0.0260639347,False,2025-03-03,13.1083463722,2205417.800885025,Earth
2025 eg2,24.59,,,0.2384,0.8753,21.17,54522865,2025 eg2,24.59,0.0321036917,0.0717860371,False,2025-03-15,11.5865139708,7444486.436771808,Earth
2025 eh2,25.26,,,0.225,1.358,18.92,54522866,2025 eh2,25.26,0.0235806068,0.0527278398,False,2025-03-07,10.5420724829,13372420.561914207,Earth
2025 ej2,26.36,,,0.1701,1.194,18.19,54522867,2025 ej2,26.36,0.0142087207,0.0317716653,False,2025-03-04,10.1371170679,5053311.674166101,Earth
2025 ek2,25.56,,,0.5635,2.242,2.0,54522868,2025 ek2,25.56,0.02053785,0.0459240286,False,2025-03-02,8.3525457896,5829868.053903857,Earth
2025 en2,28.61,,,0.3416,1.524,2.43,54522869,2025 en2,28.61,0.0050414443,0.0112730122,False,2025-03-08,4.6842645133,1946286.360122696,Earth
2025 eo2,25.61,,,0.0486,1.107,14.76,54522871,2025 eo2,25.61,0.0200703514,0.0448786701,False,2025-03-05,7.7317041905,11630551.059349414,Earth
2025 ep2,27.28,,,0.3355,1.097,15.99,54522870,2025 ep2,27.28,0.0093015425,0.0207988814,False,2025-03-03,12.7836145639,731934.102677351,Earth
2025 eq2,26.77,,,0.3118,1.431,5.12,54522918,2025 eq2,26.77,0.0117639989,0.0263051013,False,2025-03-19,6.1768988589,2008314.035202074,Earth
2025 er2,27.68,,,0.2419,0.8777,18.57,54522920,2025 er2,27.68,0.0077366861,0.017299756,False,2025-03-02,10.9973105319,840362.698692499,Earth
2025 es2,27.53,,,0.3126,1.242,2.27,54522919,2025 es2,27.53,0.0082900085,0.0185370226,False,2025-03-14,8.8642478299,2195198.186953632,Earth
2025 eu2,23.47,,,0.5777,1.321,17.85,54522921,2025 eu2,23.47,0.0537718498,0.1202375114,False,2025-03-11,18.1173742601,26671275.279191468,Earth
2025 ev2,22.55,,,0.355,1.582,34.1,54522922,2025 ev2,22.55,0.0821400526,0.1836707413,False,2025-03-15,18.3819178513,27833845.580317143,Earth
2025 em3,26.4,,,0.4264,1.598,9.06,54523149,2025 em3,26.4,0.0139493823,0.0311917671,False,2025-03-08,10.3220243178,6409086.517372538,Earth
2025 ev3,26.8,,,0.546,2.013,4.57,54523430,2025 ev3,26.8,0.0116025908,0.0259441818,False,2025-03-08,10.5463459098,144201.515794212,Earth
2025 ew3,23.57,,,0.7588,2.215,8.26,54523429,2025 ew3,23.57,0.0513517179,0.1148259319,False,2025-02-15,23.2266519232,21289589.009918883,Earth
2025 ez3,21.9,,,0.33,0.8065,24.96,54523433,2025 ez3,21.9,0.1108038821,0.2477650126,False,2025-03-04,14.2634124142,2761146.167449714,Earth
2025 ea4,25.75,,,0.1333,0.8943,5.17,54523488,2025 ea4,25.75,0.0188171989,0.042076536,False,2025-03-13,3.4747454978,3348862.627682467,Earth
2025 ef4,24.61,,,0.2166,1.271,8.91,54523490,2025 ef4,24.61,0.0318093633,0.0711278987,False,2025-03-15,5.8532359152,458822.247290551,Earth
2025 ek4,24.06,,,0.1937,0.9945,17.68,54523640,2025 ek4,24.06,0.040978398,0.0916304836,False,2025-03-10,10.7894925983,2578319.498887018,Earth
2025 el4,21.05,,,0.0753,1.126,34.53,54523641,2025 el4,21.05,0.1638909515,0.3664713084,False,2025-03-23,17.7017811337,12054854.166609371,Earth
2025 em4,26.32,,,0.3064,1.4,8.88,54523821,2025 em4,26.32,0.0144728805,0.0323623447,False,2025-03-02,6.3504974064,8140759.59367579,Earth
2025 el12,22.67,,,0.2018,1.038,18.21,54526265,2025 el12,22.67,0.0777239702,0.1737960809,False,2025-03-13,11.4531099873,1218444.297742177,Earth
2025 fa,22.48,,,0.583,2.306,17.81,54523820,2025 fa,22.48,0.0848310762,0.189688053,False,2025-03-20,14.4595028058,8131553.206117907,Earth
2025 fb,24.05,,,0.4922,2.049,7.39,54523832,2025 fb,24.05,0.0411675457,0.0920534307,False,2025-03-18,7.5106439776,12482498.003743446,Earth
2025 fc,28.75,,,0.5474,1.163,1.92,54523942,2025 fc,28.75,0.0047266667,0.010569148,False,2025-03-18,17.1753164081,66173.450931114,Earth
2025 fd,23.83,,,0.7699,2.472,18.11,54523943,2025 fd,23.83,0.0455569852,0.1018685158,False,2025-03-18,24.5559617613,1945412.274728073,Earth
2025 fe,24.72,,,0.4417,1.476,18.44,54523944,2025 fe,24.72,0.0302381333,0.0676145215,False,2025-03-21,15.0158129868,3023064.03309845,Earth
2025 ff,26.6,,,0.3978,1.682,5.92,54523976,2025 ff,26.6,0.0127219879,0.0284472297,False,2025-03-20,6.2865908569,3945789.933489629,Earth
2025 fg,27.35,,,0.2355,1.299,7.38,54523977,2025 fg,27.35,0.0090064777,0.0201390963,False,2025-03-20,5.4973269063,2780183.21447699,Earth
2025 fj,27.92,,,0.4791,1.754,7.84,54523979,2025 fj,27.92,0.0069271561,0.015489592,False,2025-03-21,10.9697768999,934006.07346215,Earth
2025 fk,25.09,,,0.129,1.187,22.44,54523981,2025 fk,25.09,0.0255008688,0.0570216761,False,2025-03-21,11.967154814,7586228.877738747,Earth
2025 fl,26.24,,,0.2054,1.186,13.41,54523980,2025 fl,26.24,0.0150160248,0.0335768522,False,2025-03-20,8.9707953336,462186.673467277,Earth
2025 fm,24.8,,,0.6225,2.003,4.96,54523983,2025 fm,24.8,0.0291443905,0.0651688382,False,2025-03-13,16.2427575239,5274328.405052173,Earth
2025 fn,27.65,,,0.4967,1.653,11.4,54523982,2025 fn,27.65,0.0078443141,0.0175404196,False,2025-03-17,13.2589619489,2199377.457768461,Earth
2025 fo,23.77,,,0.6793,2.203,6.83,54523984,2025 fo,23.77,0.0468333233,0.1047224945,False,2025-03-15,18.0335926038,2274435.241962922,Earth
2025 fp,27.23,,,0.1583,1.01,15.11,54523985,2025 fp,27.23,0.0095182033,0.0212833496,False,2025-03-18,8.9052944446,785782.603973201,Earth
2025 fq,23.36,,,0.6347,2.854,28.25,54523986,2025 fq,23.36,0.0565659358,0.1264852778,False,2025-03-19,19.2483373933,22080622.27473228,Earth
2025 fr,25.25,,,0.6045,1.95,5.45,54523987,2025 fr,25.25,0.0236894499,0.0529712204,False,2025-03-13,15.7078655554,3433857.585029761,Earth
2025 fs,26.0,,,0.4358,1.548,15.49,54523988,2025 fs,26.0,0.0167708462,0.0375007522,False,2025-03-24,13.6517379361,1168910.677730311,Earth
2025 ft,27.16,,,0.4267,1.606,0.74,54523989,2025 ft,27.16,0.009830033,0.0219806221,False,2025-03-25,8.9925963066,1951844.429625954,Earth
2025 fv,22.29,,,0.4815,2.248,3.86,54524049,2025 fv,22.29,0.0925880583,0.2070331923,False,2025-05-12,4.6101625963,23363732.615428302,Earth
2025 fw,25.94,,,0.4612,1.709,3.56,54524050,2025 fw,25.94,0.0172407032,0.0385513844,False,2025-03-06,9.6536550763,4584824.686403774,Earth
2025 fx,24.0,,,0.531,1.957,4.5,54524051,2025 fx,24.0,0.0421264611,0.0941976306,False,2025-04-30,9.1718162956,13467363.418581616,Earth
2025 fy,26.5,,,0.1698,1.23,13.81,54524052,2025 fy,26.5,0.0133215567,0.0297879063,False,2025-03-14,7.6655728684,12247278.97467212,Earth
2025 fz,27.53,,,0.3882,1.627,7.35,54524054,2025 fz,27.53,0.0082900085,0.0185370226,False,2025-03-22,7.1549396633,1268709.855252592,Earth
2025 fa1,26.12,,,0.4966,1.693,1.36,54524055,2025 fa1,26.12,0.0158691979,0.0354846053,False,2025-03-18,11.4442052835,2314849.495497884,Earth
2025 fb1,26.88,,,0.3773,1.614,4.46,54524056,2025 fb1,26.88,0.0111829138,0.0250057554,False,2025-03-12,5.8924925808,5158854.302872144,Earth
2025 fc1,27.68,,,0.5447,0.9594,19.08,54524057,2025 fc1,27.68,0.0077366861,0.017299756,False,2025-03-19,18.7567123766,640226.763702092,Earth
2025 fd1,27.3,,,0.7415,1.663,0.96,54524058,2025 fd1,27.3,0.0092162655,0.0206081961,False,2025-03-19,23.7475456138,1013173.834738056,Earth
2025 fe1,25.79,,,0.3606,1.607,3.26,54524115,2025 fe1,25.79,0.0184737464,0.0413085527,False,2025-03-06,5.6802682429,13265269.277392482,Earth
2025 fh1,23.29,,,0.7195,1.704,8.37,54524118,2025 fh1,23.29,0.0584191154,0.1306291133,False,2025-03-15,22.0343844252,7791790.24876087,Earth
2025 fy1,26.8,,,0.5858,1.976,3.58,54524125,2025 fy1,26.8,0.0116025908,0.0259441818,False,2025-03-23,14.3229845025,675099.164142904,Earth
2025 fz1,26.85,,,0.3039,1.174,6.33,54524120,2025 fz1,26.85,0.0113384836,0.0253536201,False,2025-03-29,9.4508679233,2465112.013874507,Earth
2025 fa2,26.95,,,0.4612,0.7181,7.94,54524123,2025 fa2,26.95,0.0108281678,0.0242125192,False,2025-03-21,9.8108693122,2145823.993391825,Earth
2025 fb2,26.54,,,0.2366,0.8854,24.33,54524124,2025 fb2,26.54,0.0130784109,0.0292442157,False,2025-03-22,13.1589675572,3120745.622851307,Earth
2025 fc2,28.39,,,0.4963,1.64,7.48,54524121,2025 fc2,28.39,0.0055789822,0.0124749835,False,2025-03-23,13.4186739817,252897.14400731,Earth
2025 fd2,27.49,,,0.5043,2.0,7.86,54524122,2025 fd2,27.49,0.0084441313,0.0188816516,False,2025-03-26,8.9431210424,2108351.911085727,Earth
2025 fe2,25.13,,,0.2133,1.139,15.14,54524126,2025 fe2,25.13,0.0250354255,0.0559809132,False,2025-03-16,10.3997557702,9153082.455890138,Earth
2025 ff2,27.1,,,0.6434,1.263,4.84,54524127,2025 ff2,27.1,0.0101054342,0.0225964377,False,2025-03-19,20.7359580781,1350106.400394693,Earth
2025 fh2,24.2,,,0.3863,1.632,3.95,54524129,2025 fh2,24.2,0.0384197891,0.0859092601,False,2025-03-08,8.3010248646,15315816.51167106,Earth
2025 fj2,26.34,,,0.1153,1.2,20.62,54524131,2025 fj2,26.34,0.0143401923,0.0320656449,False,2025-03-16,10.8273236666,11226455.51269076,Earth
2025 fk2,26.84,,,0.2416,1.337,1.94,54524130,2025 fk2,26.84,0.0113908197,0.0254706471,False,2025-03-25,3.5089277615,4533534.248845776,Earth
2025 fl2,25.23,,,0.1971,1.303,12.77,54524306,2025 fl2,25.23,0.0239086457,0.0534613571,False,2025-03-17,7.6015682351,11209627.45773148,Earth
2025 fm2,25.95,,,0.4855,1.917,0.87,54524307,2025 fm2,25.95,0.0171614894,0.0383742569,False,2025-03-06,7.6495874187,5775427.967831092,Earth
2025 fn2,25.74,,,0.3881,0.8946,1.47,54524308,2025 fn2,25.74,0.0189040552,0.0422707525,False,2025-03-25,11.7903428677,3678553.474607931,Earth
2025 fo2,27.93,,,0.5755,1.981,0.28,54524309,2025 fo2,27.93,0.0068953287,0.0154184238,False,2025-03-19,12.7831840769,1311503.911703514,Earth
2025 fp2,26.24,,,0.2076,1.42,11.61,54524310,2025 fp2,26.24,0.0150160248,0.0335768522,False,2025-03-29,6.194052301,20890506.757160097,Earth
2025 fq2,27.72,,,0.2589,1.291,6.57,54524311,2025 fq2,27.72,0.0075954757,0.0169839999,False,2025-03-24,6.8654911194,2720913.705246376,Earth
2025 fr2,26.71,,,0.5916,2.353,3.54,54524312,2025 fr2,26.71,0.0120935826,0.0270420729,False,2025-03-26,10.5333403965,2715715.987092374,Earth
2025 fs2,28.08,,,0.4507,0.918,0.85,54524313,2025 fs2,28.08,0.0064350952,0.0143893103,False,2025-03-20,13.0578992627,411301.137504221,Earth
2025 ft2,23.32,,,0.4377,0.8352,24.26,54524315,2025 ft2,23.32,0.0576175751,0.1288368146,False,2025-03-26,14.4985837761,19699750.06311709,Earth
2025 fu2,23.73,,,0.3597,1.622,7.18,54524314,2025 fu2,23.73,0.0477040198,0.1066694311,False,2025-05-23,4.7355107566,19496916.90845016,Earth
2025 fx2,27.4,,,0.7245,1.382,9.84,54524317,2025 fx2,27.4,0.0088014652,0.0196806745,False,2025-03-24,25.0810012257,274009.278049143,Earth
2025 ff3,24.02,,,0.5784,2.486,3.44,54524318,2025 ff3,24.02,0.0417402433,0.0933340215,False,2025-04-04,7.2968405943,8892985.719911847,Earth
2025 fk3,29.05,,,0.6853,1.979,1.48,54524319,2025 fk3,29.05,0.0041167546,0.0092053431,False,2025-03-24,20.5477563324,122133.526162014,Earth
2025 fx3,23.69,,,0.2445,1.416,21.38,54524321,2025 fx3,23.69,0.0485909037,0.1086525639,False,2025-03-15,12.3746035938,21703474.52542629,Earth
2025 fy3,24.11,,,0.241,1.456,22.59,54524322,2025 fy3,24.11,0.0400456158,0.0895447192,False,2025-03-13,12.1398831557,19953878.621991307,Earth
2025 fz3,26.4,,,0.5237,2.125,0.88,54524323,2025 fz3,26.4,0.0139493823,0.0311917671,False,2025-03-31,7.1314658535,3233044.869275474,Earth
2025 fa4,26.57,,,0.4564,1.953,0.36,54524324,2025 fa4,26.57,0.0128989683,0.02884297,False,2025-03-30,5.2424208817,10551996.283356356,Earth
2025 fc4,25.79,,,0.4124,1.519,8.33,54524326,2025 fc4,25.79,0.0184737464,0.0413085527,False,2025-03-27,11.3886731697,4305240.628769294,Earth
2025 fg4,25.27,,,0.154,1.102,6.6,54524331,2025 fg4,25.27,0.0234722638,0.0524855773,False,2025-04-10,5.2532754847,8748983.303922817,Earth
2025 fh4,28.29,,,0.2273,1.114,4.94,54524327,2025 fh4,28.29,0.0058419115,0.0130629113,False,2025-03-13,6.6760897715,730396.745206509,Earth
2025 fj4,20.95,,,0.4407,1.753,35.39,54524332,2025 fj4,20.95,0.1716148941,0.3837425691,True,2025-03-18,22.0540687353,20194184.7116722,Earth
2025 fl4,23.37,,,0.5629,2.17,7.74,54524330,2025 fl4,23.37,0.056306039,0.1259041307,False,2025-04-25,9.8799824372,18106683.58714941,Earth
2025 fm4,25.56,,,0.2929,1.412,9.17,54524329,2025 fm4,25.56,0.02053785,0.0459240286,False,2025-03-08,6.5430651693,2747026.267771255,Earth
2025 fn4,22.68,,,0.5586,1.608,26.94,54524497,2025 fn4,22.68,0.077366861,0.1729975604,False,2025-04-10,18.0592678167,25133089.36526498,Earth
2025 fq4,22.74,,,0.6726,2.673,12.64,54524500,2025 fq4,22.74,0.0752583992,0.1682828966,False,2025-03-19,14.4767485978,2733331.121325087,Earth
2025 fp5,26.06,,,0.1857,1.117,5.57,54524506,2025 fp5,26.06,0.0163137941,0.0364787526,False,2025-02-04,4.15224082,8649286.810378505,Earth
2025 fq5,26.88,,,0.3216,1.473,3.58,54524507,2025 fq5,26.88,0.0111829138,0.0250057554,False,2025-03-19,4.8626620722,765025.031843055,Earth
2025 fs5,24.17,,,0.5584,1.676,28.12,54524510,2025 fs5,24.17,0.0389542616,0.087104377,False,2025-03-26,21.1087076679,7374512.362194622,Earth
2025 ft5,25.32,,,0.2802,1.46,4.63,54524509,2025 ft5,25.32,0.0229379698,0.0512908597,False,2025-04-18,4.3221757037,7798278.368221918,Earth
2025 fu5,23.18,,,0.5879,2.539,0.38,54524511,2025 fu5,23.18,0.0614546821,0.1374168468,False,2025-05-28,7.328415378,5147636.886107638,Earth
2025 fv5,24.34,,,0.2755,1.54,17.49,54524513,2025 fv5,24.34,0.0360209346,0.0805452583,False,2025-03-30,9.8477096568,19844643.334421974,Earth
2025 fw5,23.79,,,0.6977,2.173,3.91,54524514,2025 fw5,23.79,0.0464039528,0.1037623929,False,2025-04-04,20.3531672627,5079236.745680509,Earth
2025 fx5,25.56,,,0.1715,1.203,11.0,54524515,2025 fx5,25.56,0.02053785,0.0459240286,False,2025-03-14,6.2570496253,5436452.837736836,Earth
2025 fy5,25.61,,,0.1247,1.203,6.54,54524516,2025 fy5,25.61,0.0200703514,0.0448786701,False,2025-03-14,3.5588142111,11709759.870280849,Earth
2025 fz5,22.83,,,0.6035,2.744,14.94,54524517,2025 fz5,22.83,0.0722029558,0.1614507173,False,2025-04-07,10.0310877118,25321654.2341262,Earth
2025 fa6,23.67,,,0.5115,2.013,5.83,54524518,2025 fa6,23.67,0.0490405098,0.1096579137,False,2025-05-05,8.4723901829,11015645.500399688,Earth
2025 fc6,26.05,,,0.6182,2.481,2.6,54524520,2025 fc6,26.05,0.0163890951,0.0366471308,False,2025-04-01,11.4092846768,4524128.447327183,Earth
2025 fd6,25.53,,,0.1125,1.121,25.83,54524521,2025 fd6,25.53,0.0208235599,0.0465628955,False,2025-03-20,13.1884800775,21586592.946646158,Earth
2025 fg6,28.6,,,0.4187,1.721,1.0,54524523,2025 fg6,28.6,0.0050647146,0.0113250461,False,2025-03-28,6.0142191797,1131873.745708469,Earth
2025 fk6,23.14,,,0.5445,1.32,8.19,54524526,2025 fk6,23.14,0.06259721,0.1399716167,False,2025-05-05,13.4932468746,27324926.806149486,Earth
2025 fm6,24.4,,,0.5201,1.78,3.96,54524527,2025 fm6,24.4,0.0350392641,0.0783501764,False,2025-03-28,13.7931166908,6363853.507007858,Earth
2025 fn6,23.9,,,0.4303,1.788,14.36,54524532,2025 fn6,23.9,0.04411182,0.0986370281,False,2025-04-29,10.3373340774,10508267.015821127,Earth
